cell_line	RB1_5925_ENSG00000139687	CDKN2A_1029_ENSG00000147889	CCND1_595_ENSG00000110092	CDK4_1019_ENSG00000135446	CDK6_1021_ENSG00000105810
SUDHL16_NS	0	0	0	0	0
NB1_AUTONOMIC_GANGLIA	0	0	0	0	0
H2087_LUNG	0	0	0	1	0
GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0	0
KARPAS231_NS	1	0	0	0	0
EFO21_OVARY	0	0	0	0	0
DJM1_SKIN	0	1	0	0	0
H1666_LUNG	0	1	0	0	0
JHU029_NS	0	1	0	0	0
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H2052_PLEURA	0	1	0	0	0
ISTSL2_LUNG	1	0	0	0	0
SKNAS_AUTONOMIC_GANGLIA	0	0	0	0	0
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SKN3_NS	0	1	0	0	0
D245MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
SNU407_LARGE_INTESTINE	0	0	0	0	0
451LU_NS	0	0	1	0	0
H1155_LUNG	1	0	0	0	0
8305C_THYROID	0	0	0	0	0
H2196_LUNG	0	0	0	0	0
YAPC_PANCREAS	0	1	0	0	0
HTCC3_THYROID	0	1	0	0	0
MCAS_OVARY	0	0	0	0	0
LAN6_AUTONOMIC_GANGLIA	0	1	0	0	0
U251_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
H2444_NS	0	0	0	0	0
K5_THYROID	0	1	0	0	0
PL4_NS	0	1	0	0	0
NB69_AUTONOMIC_GANGLIA	0	0	0	0	0
OVK18_OVARY	0	0	1	0	0
YMB1E_NS	0	0	0	0	0
AU565_BREAST	0	0	0	0	0
MCC26_SKIN	1	0	0	0	0
KOSC2_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
OVCAR8_OVARY	0	0	0	0	0
COLO205_LARGE_INTESTINE	0	0	0	0	0
VMRCMELG_SKIN	0	0	0	0	0
DOV13_OVARY	0	1	0	0	0
KELLY_AUTONOMIC_GANGLIA	0	0	0	0	0
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HCC1806_BREAST	0	1	0	0	0
LB771HNC_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
EW3_BONE	0	0	0	0	0
WIL2NS_NS	0	0	0	0	0
H378_LUNG	0	0	0	0	0
H226_LUNG	0	0	0	0	0
OVCAR3_OVARY	0	0	0	0	0
KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
H810_LUNG	0	0	0	0	0
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SKGIIIA_CERVICAL	0	0	0	0	0
MRKNU1_BREAST	0	0	0	0	0
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
CADOES1_BONE	0	1	0	0	0
IHH4_NS	0	1	0	0	0
KYSE510_OESOPHAGUS	0	1	1	0	0
MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
SNU283_LARGE_INTESTINE	0	0	0	0	0
647V_URINARY_TRACT	1	0	0	0	0
KYSE450_OESOPHAGUS	0	1	0	0	0
KNS62_LUNG	0	0	0	0	0
MHHES1_BONE	0	0	0	0	0
NB14_AUTONOMIC_GANGLIA	0	0	0	0	0
MZ2MEL_SKIN	0	1	0	0	0
SISO_NS	1	0	0	0	0
H2023_NS	0	1	0	0	0
MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
DIFI_NS	0	0	0	0	0
ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
CL40_LARGE_INTESTINE	0	0	0	0	0
SW1271_LUNG	0	1	0	0	0
HCC56_LARGE_INTESTINE	0	0	0	0	0
COLO668_LUNG	1	0	0	0	0
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
JAR_PLACENTA	0	0	0	0	0
BCPAP_THYROID	0	0	0	0	0
T24_URINARY_TRACT	0	0	0	0	0
HS742T_BREAST	0	0	0	0	0
EW13_BONE	0	0	0	0	0
MELHO_SKIN	0	0	0	0	0
ECC10_STOMACH	1	0	0	0	0
H1770_LUNG	1	0	0	0	0
M059J_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
SNB75_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
JHU022_NS	0	0	0	0	0
C4I_CERVICAL	0	0	0	0	0
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
RL952_ENDOMETRIUM	0	0	0	0	0
H196_NS	1	0	0	0	0
GMEL_NS	0	0	0	0	0
TGBC24TKB_BILIARY_TRACT	0	0	0	0	0
H1755_LUNG	0	1	0	0	0
CP67MEL_SKIN	0	1	0	0	0
CFPAC1_PANCREAS	0	0	0	0	0
HCE4_OESOPHAGUS	0	0	0	0	0
H740_NS	1	0	0	0	0
SBC1_LUNG	1	0	0	0	0
H1993_LUNG	0	0	0	0	1
HLE_LIVER	1	0	0	0	0
JEG3_PLACENTA	0	0	0	0	0
H250_LUNG	1	0	0	0	0
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H660_NS	0	0	0	0	0
GIMEN_AUTONOMIC_GANGLIA	0	0	0	0	0
RPMI2650_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
FADU_UPPER_AERODIGESTIVE_TRACT	0	0	1	0	0
LCLC103H_LUNG	0	1	0	0	0
YKG1_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
KPNYN_AUTONOMIC_GANGLIA	0	0	0	0	0
TE4_OESOPHAGUS	0	0	0	0	0
H1915_NS	0	0	0	0	0
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
CHP126_AUTONOMIC_GANGLIA	0	0	0	0	0
HT1197_URINARY_TRACT	0	0	0	0	0
HPAFII_PANCREAS	0	0	0	0	0
EGI1_BILIARY_TRACT	0	1	0	0	0
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SH4_SKIN	0	1	0	0	0
OSC20_NS	0	0	0	0	0
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
ES8_BONE	0	1	0	0	1
ONS76_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
H1581_LUNG	0	0	0	0	0
G402_SOFT_TISSUE	0	0	0	0	0
SCC4_UPPER_AERODIGESTIVE_TRACT	0	0	1	0	0
RH41_SOFT_TISSUE	0	0	0	0	0
H2122_LUNG	0	1	0	0	0
CAKI1_KIDNEY	0	1	0	0	0
D423MG_CENTRAL_NERVOUS_SYSTEM	0	0	0	1	0
CORL311_LUNG	1	0	0	0	0
ES4_BONE	0	1	0	0	0
JHH1_LIVER	0	0	0	0	0
WM278_NS	0	1	0	0	0
SW837_LARGE_INTESTINE	0	0	0	0	0
IGR37_SKIN	0	0	0	0	0
MCIXC_AUTONOMIC_GANGLIA	0	0	0	0	0
UACC812_BREAST	0	0	0	0	0
G401_SOFT_TISSUE	0	0	0	0	0
MEWO_SKIN	0	1	0	0	0
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
GCT_SOFT_TISSUE	0	0	0	0	0
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
COLO684_ENDOMETRIUM	1	0	0	0	0
NBSUSSR_AUTONOMIC_GANGLIA	0	0	0	0	0
JHOS4_OVARY	0	1	0	0	0
CORL23_LUNG	0	0	0	0	0
P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
HCC15_LUNG	1	1	0	0	0
SNU398_LIVER	0	0	0	0	0
NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
HCC1500_BREAST	0	1	0	0	0
SW1417_LARGE_INTESTINE	0	0	0	0	0
SCC90_HEADNECK	0	0	0	0	0
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
SW948_LARGE_INTESTINE	0	0	0	0	0
SW900_LUNG	0	1	0	0	0
JHH6_LIVER	0	0	0	0	0
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
LN229_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
UACC257_SKIN	0	0	0	0	0
NUGC3_STOMACH	0	0	0	0	0
SKLU1_LUNG	0	1	0	0	0
LU65_LUNG	1	0	0	0	0
H1693_LUNG	0	0	0	0	0
H1944_NS	0	1	0	0	0
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
MDAMB415_BREAST	0	0	1	0	0
CA922_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
EMCBAC1_NS	0	1	0	0	0
SKHEP1_LIVER	0	1	0	0	0
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	1
D392MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
HSC4_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
HCC33_LUNG	1	0	0	0	0
RCCMF_KIDNEY	0	1	0	0	0
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
EW22_BONE	0	0	0	0	0
LB2241RCC_KIDNEY	0	1	0	0	0
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H2135_NS	0	0	0	0	0
LB373MELD_SKIN	0	1	0	0	0
OE21_OESOPHAGUS	0	1	0	0	0
U87MG_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
BHT101_THYROID	0	0	0	0	0
H2141_LUNG	0	0	0	0	0
HN_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
H2126_LUNG	0	1	0	0	0
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
KYSE220_NS	0	1	0	0	0
EN_ENDOMETRIUM	0	1	0	0	0
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
42MGBA_CENTRAL_NERVOUS_SYSTEM	1	1	0	0	0
EW18_BONE	0	0	0	0	0
KNS81FD_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
RCCER_KIDNEY	0	0	0	0	0
CORL321_NS	1	0	0	0	0
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SW1573_LUNG	0	1	0	0	0
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H2591_NS	0	1	0	0	0
OSC19_NS	0	0	0	0	0
T84_LARGE_INTESTINE	0	0	0	0	0
LB831BLC_URINARY_TRACT	1	0	0	0	0
J82_URINARY_TRACT	0	0	0	0	0
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
RCM1_LARGE_INTESTINE	0	0	0	0	0
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SCC25_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
RCCJW_KIDNEY	0	1	0	0	0
CAPAN2_PANCREAS	0	0	0	0	0
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
MDST8_LARGE_INTESTINE	0	1	0	0	0
D542MG_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
KATOIII_STOMACH	0	0	0	0	0
H128_LUNG	1	0	0	0	0
UACC62_SKIN	0	1	0	0	0
HCC1937_BREAST	0	0	0	0	0
LN18_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HCC2998_LARGE_INTESTINE	1	0	0	0	0
OV17R_OVARY	0	0	0	0	0
HUPT3_PANCREAS	0	1	0	0	0
H513_NS	0	1	0	0	0
GT3TKB_STOMACH	0	0	0	0	0
PC3JPC3_LUNG	0	1	0	0	1
SW780_URINARY_TRACT	0	1	0	0	0
DOK_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
TE15_OESOPHAGUS	0	1	1	0	0
FARAGE_NS	0	0	0	0	0
STS0421_NS	0	0	0	0	0
RCCJF_KIDNEY	0	1	0	0	0
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HCC1187_BREAST	0	0	0	0	0
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
KS1_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
IGROV1_OVARY	1	0	0	0	0
H838_LUNG	0	1	0	0	0
SKNSH_AUTONOMIC_GANGLIA	0	0	0	0	0
H1092_LUNG	0	0	0	0	0
HO1U1_UPPER_AERODIGESTIVE_TRACT	0	0	0	0	0
UACC893_BREAST	0	0	0	0	0
H209_LUNG	0	0	0	0	0
NCIH820_LUNG	0	0	0	0	0
M14_SKIN	0	0	0	0	0
PA1_OVARY	0	0	0	0	0
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H1838_LUNG	0	0	0	0	0
TCCSUP_URINARY_TRACT	1	0	0	0	0
HARA_LUNG	0	0	0	0	0
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
VMCUB1_URINARY_TRACT	0	1	0	0	0
NBTU110_NS	0	0	0	0	0
KARPAS1106P_NS	0	1	0	0	0
DU145_PROSTATE	1	1	0	0	0
MS1_LUNG	0	0	0	0	0
PCI6A_NS	0	1	0	0	0
COLO792_SKIN	0	0	0	0	0
KYSE30_OESOPHAGUS	0	1	0	0	0
SW403_LARGE_INTESTINE	0	0	0	0	0
SW756_CERVICAL	0	0	0	0	0
PCI15A_NS	0	1	0	0	1
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
KMRC20_KIDNEY	0	1	0	0	0
COLO320_LARGE_INTESTINE	0	0	0	0	0
KPNRTBM1_AUTONOMIC_GANGLIA	0	0	0	0	0
HCC1599_BREAST	0	0	0	0	0
MSTO211H_PLEURA	0	1	0	0	0
AN3CA_ENDOMETRIUM	0	0	0	0	0
SN12C_KIDNEY	0	1	0	0	0
H847_NS	1	0	0	0	0
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
FU97_STOMACH	0	0	0	0	0
A673_BONE	0	1	0	0	0
DANG_PANCREAS	0	1	0	0	0
OVCA420_OVARY	0	0	0	0	0
SNU449_LIVER	0	1	0	0	0
A2780_OVARY	0	0	0	0	0
CL34_LARGE_INTESTINE	0	0	0	0	0
MZ1PC_PANCREAS	0	1	0	0	0
SNGM_ENDOMETRIUM	0	0	0	0	0
GOTO_AUTONOMIC_GANGLIA	0	0	0	0	0
EMCBAC2_NS	0	1	0	0	0
H2869_NS	0	1	0	0	0
SKMEL5_SKIN	0	1	0	0	0
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
TE12_OESOPHAGUS	0	1	1	0	0
KON_NS	0	1	0	0	0
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
KGN_OVARY	0	1	0	0	0
DMS53_LUNG	0	0	0	0	0
CHL1_SKIN	0	1	0	0	0
SW954_VULVA	0	0	1	0	0
PATU8988T_PANCREAS	0	0	0	0	0
JHU011_NS	0	0	0	0	0
KP4_PANCREAS	0	1	0	0	0
CORL32_NS	1	0	0	0	0
BB49HNC_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
CALU3_LUNG	0	1	0	0	0
LU139_LUNG	1	0	0	0	0
H596_LUNG	1	0	0	0	0
RCK8_NS	0	0	0	0	0
TASK1_NS	0	1	0	0	0
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
UMUC3_URINARY_TRACT	0	1	0	0	0
H345_LUNG	1	0	0	0	0
GI1_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
RT4_URINARY_TRACT	0	1	0	0	0
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
KYSE270_OESOPHAGUS	0	0	0	0	0
UCH2_BONE	0	1	0	0	0
CAL148_BREAST	1	0	0	0	0
NB12_AUTONOMIC_GANGLIA	0	0	0	0	0
IALM_LUNG	0	0	0	0	0
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
H2731_NS	0	1	0	0	0
H3255_NS	0	1	0	0	1
201T_NS	0	1	0	0	0
LXF289_LUNG	0	1	0	0	0
COLO741_LARGE_INTESTINE	0	1	0	0	0
H69_LUNG	1	0	0	0	0
HUH1_LIVER	0	0	0	0	0
RT112_URINARY_TRACT	0	1	0	0	0
8505C_THYROID	0	0	0	0	0
ESS1_ENDOMETRIUM	1	0	0	0	0
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	1
LB647SCLC_LUNG	0	0	0	0	0
KP1N_PANCREAS	0	1	0	0	0
LIM1215_LARGE_INTESTINE	0	0	0	0	0
H2085_LUNG	0	0	0	0	0
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
AM38_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
CORL279_LUNG	0	0	0	0	0
ISTMES1_PLEURA	0	1	0	0	0
HCC827_LUNG	0	0	0	1	0
TT_THYROID	0	0	0	0	0
2313287_STOMACH	0	0	0	0	0
EW12_BONE	0	0	0	0	0
NB5_AUTONOMIC_GANGLIA	0	0	0	0	0
SJRH30_SOFT_TISSUE	0	0	0	1	0
VAESBJ_BONE	0	1	0	0	0
NB13_AUTONOMIC_GANGLIA	0	0	0	0	0
DMS79_LUNG	1	0	0	0	0
H1436_LUNG	0	0	0	0	0
GAK_SKIN	0	0	0	0	0
FUOV1_OVARY	0	0	0	0	0
5637_URINARY_TRACT	1	0	0	0	0
LC1SQ_NS	0	1	0	0	0
SKNEP1_KIDNEY	0	1	0	0	0
SW1710_URINARY_TRACT	0	1	0	0	0
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
GP5D_LARGE_INTESTINE	0	0	0	0	0
PFSK1_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0
RERFLCKJ_LUNG	0	0	0	0	0
CAR1_LARGE_INTESTINE	0	1	0	0	0
H1694_LUNG	0	0	0	0	0
OMC1_CERVICAL	0	0	0	0	0
RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
EW11_BONE	0	1	0	0	0
HSC39_NS	0	1	0	0	0
H2227_LUNG	1	0	0	0	0
JSC1_NS	0	0	0	0	0
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
GMS10_CENTRAL_NERVOUS_SYSTEM	1	0	0	0	0
HCC366_LUNG	0	0	0	0	0
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
MFHINO_SOFT_TISSUE	0	1	0	0	0
HGC27_STOMACH	0	0	0	0	0
H1105_LUNG	0	0	1	0	0
LB1047RCC_KIDNEY	0	1	0	0	0
SUIT2_PANCREAS	0	1	0	0	0
H2171_LUNG	1	0	0	0	0
SARC9371_BONE	1	0	0	0	0
RH1_SOFT_TISSUE	0	0	0	0	0
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
SKCO1_LARGE_INTESTINE	0	0	0	0	0
H2405_LUNG	0	1	0	0	0
LC2AD_LUNG	0	0	0	0	0
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
CAL851_BREAST	0	0	0	0	0
CL11_LARGE_INTESTINE	0	0	0	0	0
OC314_OVARY	0	0	0	0	0
H2172_NS	0	0	0	0	0
ISTMEL1_SKIN	0	0	0	1	0
HEMCSS_BONE	0	0	0	0	0
LCLC97TM1_LUNG	0	1	0	0	0
SU8686_PANCREAS	0	1	0	0	0
H2081_LUNG	1	0	0	0	0
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
SNU61_LARGE_INTESTINE	0	0	0	0	0
ACN_AUTONOMIC_GANGLIA	0	0	0	1	0
SKMEL30_SKIN	0	1	0	0	0
PANC0203_PANCREAS	0	1	0	0	0
DMS273_LUNG	0	0	0	0	0
H1781_NS	0	0	0	0	0
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
KLE_ENDOMETRIUM	0	0	0	0	0
SW626_OVARY	0	0	0	0	0
MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	1
H1734_LUNG	0	0	0	0	0
LNZTA3WT4_NS	0	0	0	1	0
KYSE140_OESOPHAGUS	0	1	0	0	0
NB10_AUTONOMIC_GANGLIA	0	0	0	0	0
RXF393_KIDNEY	0	1	0	0	0
OCILY7_NS	0	0	0	0	0
PANC0327_PANCREAS	0	1	0	0	0
OCUBM_BREAST	0	0	0	0	0
H1869_NS	0	1	0	0	0
VMRCRCW_KIDNEY	0	0	0	0	0
SKMEL3_SKIN	0	0	0	0	0
LK2_LUNG	0	1	0	0	0
H2030_LUNG	0	0	0	0	0
H2803_NS	0	1	0	0	0
JHOS3_OVARY	0	0	0	0	0
BECKER_CENTRAL_NERVOUS_SYSTEM	0	1	0	0	0
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	1	0	0	0
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0
HSC3_UPPER_AERODIGESTIVE_TRACT	0	1	0	0	0
IPC298_SKIN	0	0	0	0	0
TC71_BONE	0	1	0	0	0
NUGC4_STOMACH	0	1	0	0	0
H3118_NS	0	0	0	0	0
